chunk_id,doc_title,section,page_start,page_end,text,source_url
smallbusinesshandbook-p026-c02,Governor’s Small Business Handbook,,26,26,"businesses should note that the Texas Comptroller is responsible for the collection of sales, use, and excise taxes in Texas. Texas imposes a sales tax on all retail sales, leases and rentals of goods, and services that are expressly enumerated as taxable under the Texas Tax Code. For more information on how to apply for a Texas sales tax permit, please visit this webpage: http://www.window.state.tx.us/taxpermit/. The Texas Comptroller is also responsible for imposing and collecting franchise taxes, which imposed on each taxable entity that is chartered or organized in Texas, or doing business in Texas. However, most small businesses are exempt. To find out more about Texas Franchise Tax, including information on exemptions, please visit this webpage: http://www.window. state.tx.us/taxinfo/franchise/. Local Taxes: Business Inventory Tax (also known as, property tax or ad valorem tax) is assessed and collected by your local County Appraisal District. This tax assigned to busi- | STEP TWO",
smallbusinesshandbook-p027-c01,Governor’s Small Business Handbook,,27,27,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 27 nesses that own tangible personal property used to produce income. Business owners are required to report all inventories, equipment, and machinery for assessment to their county appraisal district. However, please note that many school districts, counties, and municipal- ities do not tax business inventory that falls under the “Goods in Transit Exemption” or the “Freeport Exemption. ” To view the application for the Goods in Transit Exemption, visit this webpage: http://www.window.state.tx.us/taxinfo/taxforms/50-758.pdf. To view the applica- tion for the Freeport Exemption form, visit this webpage: http://www.window.state.tx.us/tax- info/taxforms/50-113.pdf. Unemployment Tax: The Texas Workforce Commission administers Texas’s Unemployment tax. The Unemployment Tax program collects wage information and unemployment taxes from employers subject to the Texas Unemployment Compensation Act (TUCA). The taxes support the state’s Unemployment Compensation Fund, a reserve from which unemployment benefits are paid to eligible workers who are unemployed through no fault of their own. Unem- ployment taxes are not deducted from employee wages. Most employers are required to pay Unemployment Insurance (UI) tax under certain circum- stances. The Texas Workforce Commission uses three employment categories: regular, do- mestic and agricultural. Employer tax liability differs for each type of employment. For more information, see resources pertaining to Texas Workforce Commission. See also: http://www. twc.state.tx.us/customers/bemp/unemployment-tax.html. For more information see page 39: “Resource: More About Unemployment Tax”. STEP TWO |",
smallbusinesshandbook-p028-c01,Governor’s Small Business Handbook,,28,28,"28 | GOVERNOR’S SMALL BUSINESS HANDBOOK The State of Texas does not require a general “business” license. However, there are a number of regulatory agencies that have licensing and permitting requirements based on the type of service, or products associated with your business. Specific professions require state level licenses and can be found at the Texas Department of Licensing and Regulation (TDLR). For more information, please visit: www.tdlr.texas.gov . To ensure that all permitting requirements are met, you should contact the local county and/or city government in which you plan to conduct business to determine if there are any additional requirements. Additional information concerning business licenses and permits by business type are provided in the index. The information provided may have changed so check with your local government to ensure proper requirements are met. The final step in starting a business is determining the federal and state employer requirements. If you are planning on hiring or have already hired employees, you have labor, safety, and tax obligations. Requirements include federal and state mandates such as the Americans with Disabilities Act, Equal Employment, safety, wage, and labor requirements. For more information, please visit www.texaswideopenforbusiness.com/small-business/ requirements.php and the Business and Employers page at the Texas Workforce Commission at www.twc.state.tx.us/customers/bemp/businesses-employers.html . For more information on financing, capital, expansion, and relocation, please visit The Office of the Governor’s Texas Economic Development Division at www.texaswideopenforbusiness.com STEP THREE: Business Licenses and Permits STEP FOUR: Business Employer Requirements | STEP THREE AND FOUR",
smallbusinesshandbook-p029-c01,Governor’s Small Business Handbook,,29,29,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 29 www.TexasWideOpenForBusiness.com | @TexasOne /TexasWideOpen /texas-wide-open Technology driven economic development is something that Texas is well known for. The capital, Austin, has been nicknamed the “Silicon Hills”. Companies like Texas Instruments, Dell and IBM have called Texas home for decades while newcomers like Apple, Facebook, and Rackspace have recently built establishments in the Lone Star State. But, even outside of the larger companies, Texas has a diverse community of startups in gaming, social media, biotech, site hosting, and many more. Technology-focused small businesses were concentrated in the following industries in 2011: 60% of professional, scientific, and technical services and 43% in manufacturing. While Texas has smaller startup seed than the famed Silicon Valley, collaboration, organic growth, and a sustainable business are the key priorities. These priorities are the foundation that support a 68.3% business survival rate in Texas. Incentives The Texas Enterprise Fund (TEF) awards grants to assist with research talent recruitment, product development, and public-private partnerships. In 2013 alone, 190 projects totaled $425 million which in turn created an estimated 1661 jobs. Many of these recipients were small businesses. The fund, since inception, has created an estimated 54,000 jobs and is a strong indicator of the state’s commitment to tech sector growth. Incubators Throughout the state, Texas business incubators provide entrepreneurs with inexpensive startup environments and a range of administrative, consulting, and networking services. Of the 94 Texas incubators, 61% are focused on high tech fields. Small businesses can begin in an environment that fosters their growth, ensuring a higher chance of survival in an increasingly competitive market. A complete list can be found at http://gov.texas.gov/ ecodev/business_research/publications. INNOVATION AND SMALL BUSINESS Created 54,000 Jobs INNOVATION |",
smallbusinesshandbook-p029-c02,Governor’s Small Business Handbook,,29,29,INNOVATION |,
smallbusinesshandbook-p030-c01,Governor’s Small Business Handbook,,30,30,"30 | GOVERNOR’S SMALL BUSINESS HANDBOOK RESOURCE: Insurance | INSURANCE Workers’ Compensation The Texas Department of Insurance’s (TDI) Division of Workers’ Compensation (DWC) regulates the state’s workers’ compensation system and certifies employers that want to self-insure. The information below contains excerpts from the website of the Texas Department of Insurance (TDI), and can also be found at www.tdi.texas.gov/pubs/ consumer/cb030.html. Texas doesn’t require most private employers to have workers’ compensation insurance. Although private employers who contract with the government are required to provide workers’ compensation coverage for each employee working on the public project. Some private clients may also require their contractors to have workers’ compensation insurance. Employers with workers’ compensation have some important legal protections, including immunity from most lawsuits by injured employees. If an employer has workers’ compensation insurance, a lawsuit may only go to court after it’s been through TDI’s administrative dispute process. The court will consider TDI’s recommendations, and only issues in dispute may be used as evidence. Previously resolved issues can’t be reintroduced. The employer’s insurance company pays attorneys’ fees and other defense costs. Providing Workers’ Compensation The Texas Comptroller of Public Accounts is charged with the administration and If employers choose to provide workers’ compensation, they must do so in one of the following ways: Buy a workers’ compensation insurance policy from an insurance company licensed by TDI. Be certified by TDI to self-insure workers’ compensation claims. Join a self-insurance group that has received a certificate of approval from TDI. Non-subscribers Commercial Property Insurance Employers who choose not to have workers’ compensation insurance called non- subscribers must: file an annual notice with TDI; display notices of non-coverage in",
smallbusinesshandbook-p031-c01,Governor’s Small Business Handbook,,31,31,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 31INSURANCE | the personnel office and throughout the workplace; and give a written statement of non- coverage to each new employee. Employers without workers’ compensation coverage might have to pay punitive damages if they lose a lawsuit. They also lose certain common-law defenses, such as arguing that The injured employee’s negligence caused the injury. The negligence of fellow employees caused the injury. The injured employee knew about the danger and voluntarily accepted it. Commercial Automobile Insurance All automobile drivers in Texas are required to carry proof insurance, regardless of whether a driver is a business owner or not. In other words, all drivers must be able to prove that they are able to be financially responsible in case of liability. Several factors should be considered in determining what type of insurance is needed for your business, such as: how many vehicle(s) you need to insure; the weight of the vehicle; the kind of vehicles; how the vehicles is being used; who drives the vehicle; and who owns the vehicle. Federal and State CDL requirements apply to all commercial drivers regardless of location, and govern issues like minimum age limits, physical fitness, written and skills testing, driver licensing, traffic violations, and hazardous materials transportation. For more information on commercial automobile insurance requirements in Texas, visit the Texas Department of Insurance website at www.tdi.texas.gov/commercial/pcckautc. html. For information on the Federal Motor Carrier requirements such as carrier and vehicle safety, laws, and regulations, grants, registration, licensing, and insurance, please visit the Federal Motor Carrier Safety Administration website at www.fmcsa.dot.gov/faq. Similarly, for information on the Commercial Driver’s License Program, visit www.fmcsa. dot.gov/registration/commercial-drivers-license. Commercial Property Insurance Commercial Property Insurance helps businesses, including farms and ranches, pay to repair or replace buildings and other property damaged or destroyed because of fire, storm, or other incidents covered by the owner’s policy. It also pays to replace stolen or lost property. Business owners can buy commercial property insurance regardless of whether they own, rent, or lease a building.",
smallbusinesshandbook-p031-c02,Governor’s Small Business Handbook,,31,31,"businesses, including farms and ranches, pay to repair or replace buildings and other property damaged or destroyed because of fire, storm, or other incidents covered by the owner’s policy. It also pays to replace stolen or lost property. Business owners can buy commercial property insurance regardless of whether they own, rent, or lease a building.",
smallbusinesshandbook-p032-c01,Governor’s Small Business Handbook,,32,32,"32 | GOVERNOR’S SMALL BUSINESS HANDBOOK | INSURANCE If you rent or lease a building, consider tenant coverage that will insure your on-premises property, including machinery, furniture, and merchandise. A building owner’s policy doesn’t usually cover the contents of the building that belong to you. The cost of tenant coverage is usually less than building coverage because the policy only covers contents. You can buy a single policy to cover a business with more than one location, unless they have different functions and different risk profiles. This could be the case if your business has an administrative office and a separate factory. If your business has operations at multiple locations, ask your agent if you need separate policies. For more information, please visit www.tdi.texas.gov/pubs/consumer/cb021.html. Small Employer Health Insurance Small employers don’t have to offer health insurance to their employees, but employers that do must make it equally available to all employees working 30 hours or more per week (not on a temporary or seasonal basis) and their dependents. In general, insurance companies require at least 75 percent of a small employer’s eligible employees to participate in the health plan. An eligible employee is a full-time employee who usually works at least 30 hours a week. Companies must always round down to the nearest whole number when calculating the number of participating eligible employees. For example, a business with five employees would achieve 75 percent participation if three eligible employees participate. Seventy-five percent of five is 3.75, and 3.75 rounded down is three. Insurance companies that offer small-employer coverage must make it available to any employers who applies year round. However, if the employer doesn’t meet the minimum participation requirements, availability may be limited to the federal open enrollment period from November 15 to December 15 of each year. Types of Plans The Patient Protection and Affordable Care Act (PPACA) requires all individual and small- employer group plans to cover a standardized package of services. These services are known as essential health benefits. The essential health benefits include the following items and services: Ambulatory patient services (outpatient care you get without being admitted to a hospital) Emergency services",
smallbusinesshandbook-p032-c02,Governor’s Small Business Handbook,,32,32,may be limited to the federal open enrollment period from November 15 to December 15 of each year. Types of Plans The Patient Protection and Affordable Care Act (PPACA) requires all individual and small- employer group plans to cover a standardized package of services. These services are known as essential health benefits. The essential health benefits include the following items and services: Ambulatory patient services (outpatient care you get without being admitted to a hospital) Emergency services,
smallbusinesshandbook-p033-c01,Governor’s Small Business Handbook,,33,33,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 33INSURANCE | Hospitalization (including surgery) Maternity and newborn care Mental health and substance use disorder services including behavioral health treatment (including counseling and psychotherapy) Prescription drugs Rehabilitative and habilitative services and devices (services and devices to help people with injuries, disabilities, or chronic conditions gain or recover mental and physical skills) Laboratory services Preventive and wellness services and chronic disease management pediatric services, including oral and vision care The essential health benefits are based on a typical plan bought by small employers in Texas. This means that all of the benefits requirements for small-employer plans under Texas law were adopted as part of the federal essential health benefits standard. Learn more about what Texas law requires at www.tdi.texas.gov/hmo/hmmanben.html. Grandfathered plans (those that an employer bought before March 23, 2010) aren’t required to contain the essential health benefits, but they do need to comply with Texas laws. Also, some types of insurance, such as indemnity policies, aren’t subject to the ACA and don’t count as minimum essential coverage for tax purposes. Providing Coverage Employers must give new employees at least 31 days from their start date to enroll in a health plan. After this time, employees may be required to wait up to one year for the next open enrollment period to join. Insurance companies must offer a 31-day open enrollment period annually. Employers may require newly eligible employees to wait up to 90 days before being eligible for benefits. However, the insurance company may not charge a premium during this period. Beginning in January 2014, insurance companies won’t be able to impose coverage limits, exclusions, or waiting periods for employees with preexisting conditions who had a gap in coverage. Continuing Coverage State regulations and a federal law called COBRA (Consolidated Omnibus Budget Reconciliation Act) allow employees to maintain benefits for a time after leaving a job. COBRA doesn’t apply to all small employers, but state continuation requirements do. Employers are required to tell employees about their rights to continue coverage. Former employees who choose to continue their coverage through COBRA or state continuation must pay the full cost of the plan.",
smallbusinesshandbook-p033-c02,Governor’s Small Business Handbook,,33,33,"a gap in coverage. Continuing Coverage State regulations and a federal law called COBRA (Consolidated Omnibus Budget Reconciliation Act) allow employees to maintain benefits for a time after leaving a job. COBRA doesn’t apply to all small employers, but state continuation requirements do. Employers are required to tell employees about their rights to continue coverage. Former employees who choose to continue their coverage through COBRA or state continuation must pay the full cost of the plan.",
smallbusinesshandbook-p034-c01,Governor’s Small Business Handbook,,34,34,"34 | GOVERNOR’S SMALL BUSINESS HANDBOOK | INSURANCE Employers aren’t required to contribute toward their premiums for former employees, even if they previously paid a share. Ask your carrier about your responsibilities regarding continuation notices. Paying for Coverage The law doesn’t require employers to contribute toward health benefit plan premiums. Many insurance companies, however, require employers to pay at least 50 percent of their employees’ plan premiums. Employers may choose to pay a higher percentage than the company requires. Employers are usually not required to contribute toward the cost of dependent coverage. Premiums may increase at each renewal term because of rising health care costs. However, Texas law caps small-employer rate increases due to health factors – such as the amount of employee claims experience – at 15 percent per year. State law also protects businesses who buy small-employer health insurance by prohibiting insurance companies from discontinuing coverage without a reason. Businesses with 25 or fewer full-time equivalent employees that pay at least 50 percent of premiums and pay average annual wages below $50,000 may be eligible for a tax credit of up to 50 percent (35 percent for nonprofits) of the premiums the business pays if it buys coverage through the federal small-business health options program, called the Small Business Health Options Program (SHOP). For more information, visit www.healthcare.gov/will-i-qualify-for-small-business-health- care-tax-credits. How Insurers Calculate Small Employer Plan Premiums Insurance companies base the amount employers pay for insurance on the specific benefits package and cost-sharing levels chosen by the employer. The health status of employees won’t impact rates. Insurance companies will consider age of employees, tobacco use, and geographic area in determining rates. Federal Health Care Reform Requirements Small businesses with fewer than 50 full-time plus full-time equivalent employees won’t face a penalty if they don’t provide health insurance to their employees. Federal law defines a full-time employee as one who works at least 30 hours during a typical work week. The law counts each 120 hours worked by part-time employees in a month as one full-time equivalent employee.",
smallbusinesshandbook-p034-c02,Governor’s Small Business Handbook,,34,34,fewer than 50 full-time plus full-time equivalent employees won’t face a penalty if they don’t provide health insurance to their employees. Federal law defines a full-time employee as one who works at least 30 hours during a typical work week. The law counts each 120 hours worked by part-time employees in a month as one full-time equivalent employee.,
smallbusinesshandbook-p035-c01,Governor’s Small Business Handbook,,35,35,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 35INSURANCE | Consider a company that employs 30 full-time employees who work at least 120 hours each per month and 24 part-time employees who average 80 hours each month. To convert the part-time employees’ hours to full-time equivalent employees, multiply the number of part-time workers by the average number of hours they work each month: 24 x 80 = 1,920. Then divide the total number of hours worked by 120: 1,920/120 = 16. To get the total number of full-time equivalent employees, add this number to the number of full-time employees: 30 + 16 = 46. Thus, the employer in this example has 46 full-time employees and qualifies as a small employer under the law. For more information, visit www.healthcare.gov or call 1-800-318-2596. Buying Coverage through the Insurance Marketplace The federal government will operate the insurance marketplace in Texas. Businesses with 50 or fewer full-time plus full-time equivalent employees may buy coverage through the SHOP. In 2016, employers with up to 100 full-time and full-time equivalent employees will be able to buy SHOP coverage. An employer that has SHOP coverage and hires more employees than the threshold will be able to continue coverage through SHOP. For more information about the insurance marketplace, visit www.healthcare.gov or call 1-800-706-7893. For information on other types of commercial insurance (e.g. commercial property insurance, consolidated insurance programs,) visit www.tdi.texas.gov/commercial/.",
smallbusinesshandbook-p036-c01,Governor’s Small Business Handbook,,36,36,"36 | GOVERNOR’S SMALL BUSINESS HANDBOOK www.TexasWideOpenForBusiness.com | @TexasOne /TexasWideOpen /texas-wide-open Exporting is highly important to Texas. Texas export shipments of merchandise totaled $289 billion in 2014 making Texas #1 in exports in the United States. Texas’ top four non-energy export industries in 2014 accounted for 50% ($145.8 billion) of the state’s total export dollars (International Trade Administartion). More importantly, SMEs are the uncontested leaders in Texas exports. A total of 41,558 companies exported from Texas locations in 2013 with the same 93.2% of those qualifying as SMEs. SMEs generated nearly one-third (34.9%) of Texas’s total exports of merchandise in 2013. TOP EXPORTING METROPOLITAN TOP EXPORTS (2014)* STATISTICAL AREAS OF 2013* EXPORTS AND TEXAS 5 Austin - Round Rock - San Marcos $9.0 billion 4 El Paso $14.4 billion 3 San Antonio - New Braunfels $19.3 billion 1 Houston - Sugar Land - Baytown $115.0 billion 2 Dallas - Fort Worth - Arlington $27.6 billion 5 Transportation Equipment $23.2 billion 4 Machinery, Except Electrical $29.9 billion 3 Chemicals $46.1 billion 1 Petroleum and Coal $59.1 billion 2 Computer and Electronics $46.6 billion * Data acquired from the International Trade Administration | EXPORTS",
smallbusinesshandbook-p037-c01,Governor’s Small Business Handbook,,37,37,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 37 RESOURCE: Texas Workforce Commission Texas Workforce Solutions is comprised of the Texas Workforce Commission (TWC) partnered with 28 local workforce development boards. The TWC was created in 1996 to consolidate 28 programs from 10 agencies and is tasked to strengthen the Texas workforce, provide support services and administer unemployment benefits and tax programs. TWC and Workforce Solutions provide integrated services for employers and job seekers. More information on these programs is available at www.twc.state.tx.us. Skills for Small Business Provides training funds to for-profit businesses with fewer than 100 employees to assist with increasing competitiveness, upgrade current full time employee skills, and prepares new hires. $725 for full-time, existing employees and $1450 for full-time, new employees and employers are also able to participate. Training courses are provided by local community college or technical college, are selected from catalogue, and can be “in class” or “online” courses. T: 877-463-1777 Email: Skills@twc.state.tx.us. For more information, please visit www.twc.state.tx.us/svcs/funds/skills-small- business-employers.html Skills Development Funds Collaborative training program customized to the employers specific needs. This program includes a typical skills development fund grant and customized curriculum. Grant applicant must be a community or technical college or a 501C-3 organization in partnership with a college. Phone: 877-463-1777 Email: Skills@twc.state.tx.us. For more information, please visit www.twc.state.tx.us/svcs/funds/sdfintro.html. TEXAS WORKFORCE COMMISSION |",
smallbusinesshandbook-p038-c01,Governor’s Small Business Handbook,,38,38,"38 | GOVERNOR’S SMALL BUSINESS HANDBOOK WorkinTexas.com Texas’ largest and most comprehensive online job-search resource, available free of charge, 24 hours a day, and 7 days a week. More than 2.4 million jobs have been posted and over 1.5 million job seekers have been hired. Your nearest workforce center can help your business recruit qualified Texans, advertise unlimited job posting for free, get assistance with recruiting and evaluate job market and labor pool. Employers can choose to show jobs to veterans only for a 48-hour window. Texas Veterans Leadership Program Services for veterans from TWC including TVLP, 48 hour hold on jobs, tax credits, maximizing education opportunities, private organizations and volunteer classes, and grants for Hard to Serve Veterans. T: 888-VET-TEX1 E-mail: tvlp@twc.state.tx.us. For more information, please visit www.twc.state.tx.us/tvlp/texas-veterans-leadership- program.ht Work Opportunity Tax Credit Program Federal Tax Savings Program that offers a tax credit reducing the federal tax liability of employers. Target groups for this incentive include veterans, SNAP recipients, SSI recipients, ex-felons, TANF recipients, residents of rural renewal counties, and vocational rehabilitation referrals. T: 800-695-6879 E-mail: wotc@twc.state.tx.us. For more information, please visit www.twc.state.tx.us/svcs/wotc/wotc.html | TEXAS WORKFORCE COMMISSION",
smallbusinesshandbook-p039-c01,Governor’s Small Business Handbook,,39,39,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 39 The Texas Unemployment Compensation Act (TUCA) defines which employers must pay unemployment taxes as “liable employers.” Liable Texas employers include sole proprietorships, partnerships, Limited Liability Companies (LLC), Professional Limited Liability Company (PLLC), Limited Partnership (LP), Limited Liability Partnerships (LLP), Professional Corporations (PC), Professional Associations (PA), corporations and foundations, associations, trusts, estates, banking institutions, political subdivisions, and governmental agencies. Liable employers report employee wages and pay the unemployment tax based on state law under the Texas Unemployment Tax Act (TUCA). Liability for the tax is determined by several different criteria. Once wages are paid, employers should register with the Texas Workforce Commission (TWC) within 10 days of becoming liable for Texas unemployment tax. Who is a Liable Employer? Employers who are subject to rules outlined in TUCA are liable to pay unemployment taxes and include any of the following: An employing unit that is liable under the Federal Unemployment Tax Act (FUTA) and has Texas employees. An employing unit that pays $1,500 or more in total gross wages in a calendar quarter, or has at least one employee during twenty different weeks in a calendar year regardless of the wages. The employee does not have to be the same person for twenty weeks. It is not relevant if the employee is full time or part time. An individual or employing unit that acquires or otherwise receives, through any means, all or part of the organization, trade, business, or workforce of another that was a liable employer at the time of the acquisition. An employing unit that is a non-profit organization as described under section 501(c) (3) of the IRS code and has four or more employees during 20 different weeks in a calendar year. An employing unit that volunteers to become liable even though they do not currently meet the required criteria. All political subdivisions of the state of Texas, including municipalities, counties, utility districts, public education institutions, etc. An employing unit that paid cash wages of $1,000 or more in a calendar quarter for domestic services. RESOURCE: More About Unemployment Tax REGISTRATION AND LIABILITY |",
smallbusinesshandbook-p039-c02,Governor’s Small Business Handbook,,39,39,"employees during 20 different weeks in a calendar year. An employing unit that volunteers to become liable even though they do not currently meet the required criteria. All political subdivisions of the state of Texas, including municipalities, counties, utility districts, public education institutions, etc. An employing unit that paid cash wages of $1,000 or more in a calendar quarter for domestic services. RESOURCE: More About Unemployment Tax REGISTRATION AND LIABILITY |",
smallbusinesshandbook-p040-c01,Governor’s Small Business Handbook,,40,40,"40 | GOVERNOR’S SMALL BUSINESS HANDBOOK An employing unit engaged in farm and ranch labor if: It employs three or more employees for twenty weeks or more in a calendar year, or pays at least $6,250 in total gross wages in a calendar quarter. The service is performed on a truck farm, orchard or vineyard and is performed by a seasonal worker. The worker is a migrant or a seasonal workers who works for a farmer, ranch operator, or labor agent who employs migrant workers. See Definition & Types of Employment for examples of services exempt from the definition of employment, and therefore not subject to unemployment tax at www.twc. state.tx.us/ui/tax/definition-types-employment.html Who is Not a Liable Employer? Those Who Hire Independent Contractors: Independent contractors are not considered employees and therefore the employer is not liable for paying unemployment taxes for payments to those individuals. A worker that is called contract labor and whose wages are reported using IRS Form 1099 may not be an independent contractor. Having the worker sign an “independent contractor” agreement does not necessarily make them an independent contractor. Workers must meet specific criteria to be classified as independent contractors. A worker is an employee if the recipient of those services has direction and control of the worker; such as, when, where and how the work is done or provides the equipment necessary for the job or if the worker represents the employer while performing services. Employees Paid Through a Professional Employer Organization: If your employees are paid through a Professional Employer Organization (PEO), you are not liable to report their wages. A properly licensed PEO is considered the employer of all leased workers for purposes of the TUCA. PEOs report wages and pay contributions on all workers leased to client companies under the PEO’s TWC account number. | REGISTRATION AND LIABILITY",
smallbusinesshandbook-p040-c02,Governor’s Small Business Handbook,,40,40,the TUCA. PEOs report wages and pay contributions on all workers leased to client companies under the PEO’s TWC account number. | REGISTRATION AND LIABILITY,
smallbusinesshandbook-p041-c01,Governor’s Small Business Handbook,,41,41,"GOVERNOR’S SMALL BUSINESS HANDBOOK | 41 The U.S. Small Business Administration (SBA) was created in 1953 as an independent agency of the federal government to aid, counsel, assist and protect the interests of small business concerns, to preserve free competitive enterprise and to maintain and strengthen the overall economy of our na- tion. We recognize that small business is critical to our economic recovery and strength, to building America's future, and to helping the United States compete in today's global marketplace. Although SBA has grown and evolved in the years since it was established in 1953, the bottom line mission remains the same. The SBA helps Americans start, build and grow businesses. RESOURCE: Small Business Development Centers Regional Center 4300 Amon Carter Boulevard Suite 108 Fort Worth, TX 76155 Tel: 817-684-5581 District Offices El Paso 211 N. Florence Street 2nd Floor, Suite 201 El Paso, TX 79901 Tel: 915-834-3600 Harlingen 2422 E. Tyler Ave. Suite E Harlingen, TX 78550 Tel: 956-429-8533 Houston 8701 S. Gessner Dr. Suite 1200 Houston, TX 77074 Tel: 713-773-6500 Lubbock 1205 Texas Ave. Room 208 Lubbock, TX 79401 Tel: 806-472-7462 San Antonio 615 E. Houston St. Suite 298 San Antonio, TX 78205 Tel: 210-403-5900 SBDCs West Angelo State University SBDC 2601 West Ave N ASU Station # 10910 San Angelo, TX 76909 Tel: 915-942-2098 El Paso Community College SBDC 9050 Viscount Blvd B-520 El Paso, TX 79925 Tel: 915-831-7743 Sul Ross State University SBDC 500 West Avenue H Alpine TX 79832 Tel: 432-837-8694 Texas Tech University SBDC 2579 South Loop 289 Suite 210 Lubbock, TX 79423 Tel: 806-745-1637 Texas Tech University at Abilene SBDC 500 Chestnut Street Suite 601 Abilene, TX 79602 Tel: 915-670-0300 West Texas A&M University SBDC 701 South Taylor Suite 118 Amarillo, TX 79101 Tel: 806-372-5151 University of Texas - Permian Basin SBDC 4901 East University Odessa, TX 79762 Tel: 432-552-2455 North Cedar Valley College 207 N. Cannady Dr. Cedar Hill, TX 75104 Tel: 972-860-7894 Collin County Community College SBDC 4800 Preston Park Blvd Suite 114 Plano, TX 75093 Tel: 972-985-3370 Dallas County Community College North Texas SBDC 1402 Corinth Street Suite 1520 Dallas, TX 75215 Tel: 214-860-5865 DEVELOPMENT CENTERS |",
smallbusinesshandbook-p041-c02,Governor’s Small Business Handbook,,41,41,"A&M University SBDC 701 South Taylor Suite 118 Amarillo, TX 79101 Tel: 806-372-5151 University of Texas - Permian Basin SBDC 4901 East University Odessa, TX 79762 Tel: 432-552-2455 North Cedar Valley College 207 N. Cannady Dr. Cedar Hill, TX 75104 Tel: 972-860-7894 Collin County Community College SBDC 4800 Preston Park Blvd Suite 114 Plano, TX 75093 Tel: 972-985-3370 Dallas County Community College North Texas SBDC 1402 Corinth Street Suite 1520 Dallas, TX 75215 Tel: 214-860-5865 DEVELOPMENT CENTERS |",
smallbusinesshandbook-p042-c01,Governor’s Small Business Handbook,,42,42,"42 | GOVERNOR’S SMALL BUSINESS HANDBOOK Grayson County College SBDC 6101 Grayson Drive Denison, TX 75020 Tel: 903-463-8787 Midwestern State University SBDC 3410 Taft Boulevard Wichita Falls, TX 76308 Tel: 940-397-4372 Navarro College SBDC 3200 West 7th Ave Corsicana, TX 75110 Tel: 903-875-7667 North Central Texas College SBDC 1525 West California Gainesville, TX 76240 Tel: 940-668-4220 Tarleton State University SBDC 105 N Stockton Suite A Granbury, TX 76048 Tel: 817-573-7181 Tarrant County College SBDC 1150 South Freeway Suite 229 Fort Worth, TX 76104 Tel: 817-871-6028 University of Texas at Arlington SBDC for Enterprise Excellence 7300 Jack Newell Blvd South Fort Worth, TX 76118 Tel: 817-272-5930 Central McLennan Community College SBDC 1400 College Drive Waco, TX 76708 Tel: 254-299-8141 Texas State University SBDC 7719 Wood Hollow Dr Suite 211 Austin, TX 78731 Tel: 512-610-0996 South Del Mar College SBDC 3209 S. Staples Corpus Christi, TX 78411 Tel: 361-698-1021 Sul Ross State University Rio Grande College SBDC 3107 Bob Rogers Dr, Eagle Pass, TX 78852 Tel: 830- 758-5005 Texas A&M International University SBDC 5201 University Blvd Laredo, TX 78041 Tel: 956-326-2827 University of Houston Victoria SBDC 3402 N Ben Wilson St. Victoria, TX 77901 Tel: 361-485-4485 University of Texas at San Antonio SBDC 501 West Cesar E Chavez Blvd San Antonio, TX 78207 Tel: 210-458-2020 University of Texas Pan American SBDC 1407 E Freddy Gonzalez Dr Edinburg, TX 78539 Tel: 956-665-7535 East Angelina College SBDC 3500 South First St Lufkin, TX 75904 Tel: 936-633-5400 Blinn College SBDC 108 Blinn Boulevard Brenham, TX 77833 Tel: 979-830-4137 Brazos Valley SBDC 4001 East 29th St Suite 175 Bryan, TX 77802 Tel: 979-260-5222 Brazosport College SBDC 500 College Drive Lake Jackson, TX 77566 Tel: 979-230-3380 Coastal Plains SBDC 1900 Fifth Street Bay City, TX 77414 Tel: 979-244-8466 Fort Bend County SBDC 2440 Texas Parkway Missouri City, TX 77489 Tel: 281-499-9787 Galveston County - UH SBDC 8419 Emmett F Lowry Expressway Texas City, TX 77591 Tel: 409-933-1414 Kilgore College SBDC 911 NW Loop 281 Suite 209 Longview, TX 75604 Tel: 903-757-5857 Lamar State College SBDC 1401 Procter Street Port Arthur, TX 77640 Tel: 972-985-3370 Lamar University SDBC 801 Pearl Street Beaumont, TX 77705 Tel: 409-880-2367 | DEVELOPMENT",
smallbusinesshandbook-p042-c02,Governor’s Small Business Handbook,,42,42,"Plains SBDC 1900 Fifth Street Bay City, TX 77414 Tel: 979-244-8466 Fort Bend County SBDC 2440 Texas Parkway Missouri City, TX 77489 Tel: 281-499-9787 Galveston County - UH SBDC 8419 Emmett F Lowry Expressway Texas City, TX 77591 Tel: 409-933-1414 Kilgore College SBDC 911 NW Loop 281 Suite 209 Longview, TX 75604 Tel: 903-757-5857 Lamar State College SBDC 1401 Procter Street Port Arthur, TX 77640 Tel: 972-985-3370 Lamar University SDBC 801 Pearl Street Beaumont, TX 77705 Tel: 409-880-2367 | DEVELOPMENT CENTERS",
